,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Yussuf Poulsen,dk DEN,9.0,FW,26-187,45,0,0,0,0,1,0,0,0,13,0,0,0,0.0,0.0,0.1,1,0,3,7,42.9,1,6,0,1,0,3,7,42.9,29,8,2,3,66.7,0,1,0.0,0,0,,0,0.1,0.0,1,0,1,0,1,7,5,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,13,0,0,4,9,2,13,1,0,0.0,1,100.0,6,19,12,0,0,1,2,1,12,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,100.0
1,Emil Forsberg,se SWE,10.0,FW,29-057,45,0,0,0,0,2,1,0,0,30,0,1,1,0.1,0.1,0.0,4,0,16,21,76.2,4,16,2,3,0,16,21,76.2,277,82,8,9,88.9,7,8,87.5,1,1,100.0,0,0.0,0.1,1,1,1,0,4,21,20,1,0,0,0,2,0,1,1,0,0,16,0,3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,30,0,0,10,20,4,30,3,0,0.0,3,100.0,16,86,35,2,1,1,3,1,25,4,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,50.0
2,Angeliño,es ESP,3.0,"WB,LW",23-350,90,0,0,0,0,2,1,0,0,76,1,3,2,0.8,0.8,0.4,6,0,46,64,71.9,5,35,4,2,1,46,64,71.9,856,238,22,24,91.7,20,26,76.9,4,9,44.4,0,0.4,0.5,6,6,4,2,5,64,51,12,4,0,0,11,5,3,2,0,0,46,1,3,1,1,0,1,0,0,0,,0,2,0,2,3,4,0,0,76,0,2,31,43,6,76,2,1,50.0,1,50.0,35,211,101,4,2,1,2,2,52,24,0,0,0,1,2,0,11,3,1,0,0,0,7,0,1,0.0
3,Amadou Haidara,ml MLI,8.0,"RW,AM",22-323,61,0,0,0,0,2,1,0,0,38,3,0,1,0.1,0.1,0.1,5,0,19,30,63.3,7,17,1,0,0,19,30,63.3,314,141,11,18,61.1,6,9,66.7,2,3,66.7,0,0.1,0.5,1,1,0,0,7,30,30,0,0,0,1,2,0,0,0,0,0,19,0,0,3,2,0,1,2,1,1,100.0,0,1,0,1,0,3,0,0,38,0,3,17,18,4,38,0,0,,0,,17,75,36,1,0,0,2,2,24,7,0,0,0,1,0,0,2,0,2,0,0,0,8,1,2,33.3
4,Alexander Sørloth,no NOR,19.0,AM,25-014,29,0,0,0,0,2,0,0,0,13,0,0,0,0.1,0.1,0.2,1,0,6,10,60.0,1,6,1,1,1,6,10,60.0,79,13,5,7,71.4,1,3,33.3,0,0,,0,0.2,0.4,1,0,1,0,1,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,0,0,2,11,6,13,1,1,100.0,0,0.0,6,33,9,1,0,0,0,1,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,87.5
5,Marcel Sabitzer,at AUT,7.0,AM,26-277,45,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,19,24,79.2,3,11,0,0,0,19,24,79.2,291,41,10,13,76.9,8,9,88.9,1,1,100.0,0,0.0,0.0,0,2,1,0,3,24,23,1,0,0,0,0,1,0,0,0,0,19,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,0,0,17,8,1,25,0,0,,0,,11,86,9,0,0,0,1,0,20,10,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,50.0
6,Dani Olmo,es ESP,25.0,AM,22-226,45,0,0,0,0,4,1,0,0,35,1,0,0,0.2,0.2,0.1,2,0,21,28,75.0,3,20,1,0,0,21,28,75.0,318,79,11,13,84.6,7,9,77.8,2,5,40.0,0,0.1,0.1,1,5,1,1,3,28,24,4,1,0,0,3,1,2,1,0,0,21,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,35,0,0,18,17,1,35,0,0,,0,,20,94,47,1,0,0,0,0,22,6,0,0,0,1,1,0,3,0,1,0,0,0,4,0,0,
7,Kevin Kampl,si SVN,44.0,"DM,CM",30-071,80,0,0,0,0,1,0,0,0,56,1,0,1,0.3,0.3,0.3,4,0,43,50,86.0,5,25,1,1,1,43,50,86.0,763,211,19,21,90.5,20,22,90.9,4,6,66.7,0,0.3,0.1,1,4,1,0,5,50,46,4,0,0,0,3,2,2,1,1,0,43,0,1,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,0,0,56,1,4,39,14,1,56,1,1,100.0,0,0.0,25,160,85,1,1,0,1,1,38,1,0,0,0,2,0,0,3,0,1,0,0,0,3,0,1,0.0
8,Dennis Borkowski,de GER,41.0,CM,18-328,10,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,5,0,0,0,4,4,100.0,53,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,2,3,0,5,0,0,,0,,5,29,4,0,0,0,1,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
9,Tyler Adams,us USA,14.0,"CM,DM",21-309,90,0,0,0,0,0,0,0,0,80,0,0,1,0.0,0.0,0.1,2,0,63,74,85.1,9,49,2,0,0,63,74,85.1,993,332,31,33,93.9,28,33,84.8,3,5,60.0,0,0.1,0.1,1,5,3,0,9,74,72,1,0,0,0,0,1,0,0,0,0,63,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,80,2,9,58,13,0,80,0,0,,0,,49,237,114,2,0,0,2,0,60,3,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,100.0
10,Marcel Halstenberg,de GER,23.0,"CB,LB",29-083,90,0,0,0,0,0,0,1,0,102,1,0,1,0.0,0.0,0.0,4,0,78,94,83.0,11,48,2,0,0,78,94,83.0,1345,412,37,44,84.1,36,44,81.8,5,6,83.3,0,0.0,0.2,1,12,1,1,11,94,85,9,0,0,0,3,9,0,0,0,0,78,0,0,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0,102,1,14,69,19,1,102,0,0,,0,,48,202,143,2,3,0,1,1,66,9,1,0,0,1,2,1,3,0,1,0,0,0,8,5,1,83.3
11,Dayot Upamecano,fr FRA,5.0,CB,22-053,90,0,0,0,0,0,0,0,0,140,3,0,1,0.0,0.0,0.0,0,0,120,134,89.6,22,101,3,1,0,120,134,89.6,2590,979,35,40,87.5,64,68,94.1,21,24,87.5,0,0.0,0.1,0,19,0,0,22,134,132,1,1,0,1,0,0,0,0,0,0,120,1,0,3,3,1,2,0,1,2,50.0,1,1,1,0,0,3,0,1,140,3,31,109,3,0,140,1,0,0.0,1,100.0,101,615,426,3,0,0,1,0,112,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,
12,Willi Orban,hu HUN,4.0,CB,28-046,90,0,0,0,0,2,2,0,0,104,0,0,0,0.3,0.3,0.0,2,0,90,100,90.0,15,65,4,0,0,90,100,90.0,1577,633,38,39,97.4,49,55,89.1,3,6,50.0,0,0.0,0.1,1,12,1,0,15,100,97,3,2,0,1,1,1,0,0,0,0,90,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,104,2,17,76,11,3,104,0,0,,0,,65,455,326,4,1,0,1,0,84,2,0,0,0,1,0,0,1,0,0,0,0,0,3,3,3,50.0
13,Nordi Mukiele,fr FRA,22.0,"WB,RB",23-048,90,0,0,0,0,2,0,0,0,67,4,0,0,0.1,0.1,0.3,1,0,42,55,76.4,4,36,3,1,0,42,55,76.4,692,190,23,26,88.5,15,18,83.3,3,8,37.5,0,0.3,0.2,1,3,0,0,4,55,50,5,0,0,1,2,5,0,0,0,0,42,0,0,4,4,1,2,1,1,2,50.0,1,0,0,0,0,4,0,0,67,0,7,33,27,6,67,1,0,0.0,1,100.0,36,241,118,3,1,1,1,1,44,12,0,0,0,1,0,1,2,0,4,0,0,0,1,5,1,83.3
