,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Suk Hyun-jun,kr KOR,10.0,FW,27-176,45,1,0,0,0,2,2,1,0,9,0,0,0,0.4,0.4,0.0,1,1,3,6,50.0,0,6,3,1,1,3,6,50.0,60,7,2,3,66.7,0,2,0.0,1,1,100.0,0,0.0,0.0,1,0,1,1,0,6,5,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,0,0,2,7,1,9,1,1,100.0,0,0.0,6,72,36,3,0,1,0,0,7,1,1,0,0,2,1,1,2,0,0,0,0,0,2,1,1,50.0
1,Sheyi Ojo,eng ENG,11.0,FW,21-186,45,0,0,0,0,3,2,0,0,15,1,0,0,0.4,0.4,0.0,1,1,3,6,50.0,1,11,2,1,0,3,6,50.0,41,11,2,2,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,1,0,0,1,6,6,0,0,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,15,0,1,2,12,5,15,1,0,0.0,1,100.0,11,90,46,2,0,2,1,1,11,7,0,0,0,0,1,0,2,0,1,0,0,0,0,1,3,25.0
2,Moussa Doumbia,ml MLI,25.0,LW,24-129,90,0,0,0,0,4,2,0,0,70,0,0,0,0.2,0.2,0.1,7,0,36,52,69.2,7,52,8,8,3,36,52,69.2,563,143,18,25,72.0,15,18,83.3,2,4,50.0,0,0.1,0.1,1,2,3,0,7,52,51,1,1,0,1,1,0,0,0,0,0,36,0,3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,70,0,4,26,42,4,70,8,3,37.5,5,62.5,52,401,197,8,8,1,6,1,64,16,0,0,0,0,4,1,1,0,0,0,0,0,5,1,2,33.3
3,Remi Oudin,fr FRA,18.0,RW,22-034,90,0,0,0,0,2,0,0,0,39,2,1,1,0.6,0.6,0.1,4,0,18,31,58.1,1,16,1,0,0,18,31,58.1,374,92,9,16,56.3,7,9,77.8,2,5,40.0,0,0.1,0.0,2,2,0,0,1,31,30,1,0,0,3,1,1,0,0,0,0,18,0,1,2,0,0,2,0,0,0,,0,1,0,1,1,3,0,0,39,0,5,13,21,6,39,0,0,,0,,16,94,41,1,0,0,1,2,27,11,0,0,0,1,1,1,1,1,0,0,0,0,1,2,7,22.2
4,Mathieu Cafaro,fr FRA,24.0,AM,21-272,69,0,0,0,0,3,2,0,0,47,2,1,1,0.1,0.1,0.0,6,1,22,33,66.7,4,17,2,1,0,22,33,66.7,431,126,9,10,90.0,11,14,78.6,2,7,28.6,0,0.0,0.1,1,2,1,1,4,33,22,9,1,0,0,9,0,6,3,2,1,22,2,0,2,1,0,1,1,1,2,50.0,1,1,0,1,1,3,1,0,47,1,2,20,25,0,47,1,0,0.0,1,100.0,17,160,40,2,1,0,2,1,24,3,0,0,0,0,0,0,9,1,1,0,0,0,4,0,0,
5,Marvin Martin,fr FRA,8.0,AM,30-346,21,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.1,2,0,8,16,50.0,2,12,0,0,0,8,16,50.0,168,73,4,6,66.7,3,5,60.0,1,4,25.0,0,0.1,0.1,1,1,0,0,2,16,12,4,1,0,1,4,0,3,1,2,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,0,1,7,13,0,21,0,0,,0,,12,51,7,0,0,0,1,2,14,3,0,0,0,0,1,0,4,0,0,0,0,0,2,1,0,100.0
6,Xavier Chavalerin,fr FRA,7.0,DM,27-290,90,0,1,0,0,1,0,0,0,74,7,2,2,0.0,0.0,0.2,2,1,52,65,80.0,7,31,0,1,1,52,65,80.0,931,392,24,28,85.7,22,26,84.6,6,10,60.0,1,0.2,0.2,2,6,1,0,7,65,58,7,6,0,0,4,0,1,1,0,0,52,0,0,7,3,3,4,0,2,4,50.0,2,2,1,1,2,9,0,0,74,0,18,47,11,0,74,1,1,100.0,0,0.0,31,141,76,0,1,0,0,0,42,2,0,0,0,1,0,1,4,2,3,0,0,0,11,1,0,100.0
7,Alaixys Romao,tg TOG,4.0,DM,34-338,90,0,0,0,0,0,0,0,0,72,5,0,0,0.0,0.0,0.4,2,0,52,63,82.5,14,40,1,0,0,52,63,82.5,1194,453,15,18,83.3,26,31,83.9,11,12,91.7,0,0.4,0.2,2,9,2,0,14,63,62,1,1,1,1,0,0,0,0,0,0,52,0,1,5,5,3,2,0,2,5,40.0,3,0,0,0,0,5,1,0,72,1,11,54,7,0,72,0,0,,0,,40,270,148,1,1,0,1,1,52,0,0,0,0,3,2,0,0,0,5,0,0,0,9,1,1,50.0
8,Ghislain Konan,ci CIV,3.0,LB,22-360,90,0,0,0,0,0,0,0,0,106,12,1,2,0.0,0.0,0.1,5,0,70,87,80.5,9,45,11,1,1,70,87,80.5,1011,383,43,49,87.8,23,27,85.2,2,3,66.7,0,0.1,0.0,3,3,1,0,9,87,69,18,2,0,0,2,16,0,0,0,0,70,0,2,12,4,9,3,0,4,6,66.7,2,2,1,1,1,13,2,0,106,3,28,49,33,1,106,1,1,100.0,0,0.0,45,424,297,11,8,0,4,3,53,5,0,0,0,1,3,0,2,1,4,0,0,0,11,3,2,60.0
9,Yunis Abdelhamid,ma MAR,5.0,CB,31-085,90,0,0,0,0,2,2,1,0,95,1,5,1,0.1,0.1,0.0,1,0,70,82,85.4,2,54,1,2,2,70,82,85.4,1479,477,15,17,88.2,48,51,94.1,5,10,50.0,0,0.0,0.0,0,1,0,0,2,82,78,2,2,0,3,0,0,0,0,0,0,70,2,0,1,0,1,0,0,1,1,100.0,0,1,1,0,5,6,5,0,95,8,58,36,3,3,95,2,2,100.0,0,0.0,54,273,141,1,0,0,1,0,60,0,1,0,0,1,1,0,0,5,0,0,0,0,15,9,4,69.2
10,Björn Engels,be BEL,2.0,CB,24-098,90,1,0,0,0,1,1,1,0,69,0,1,0,0.1,0.1,0.0,2,0,60,66,90.9,3,43,0,1,1,60,66,90.9,1338,297,11,11,100.0,33,33,100.0,15,20,75.0,0,0.0,0.0,0,2,0,0,3,66,63,2,1,0,1,0,1,0,0,0,0,60,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,69,0,32,33,5,3,69,1,1,100.0,0,0.0,43,205,154,0,1,0,0,0,53,0,1,0,0,0,1,1,0,1,0,0,0,0,7,6,0,100.0
11,Thomas Foket,be BEL,32.0,RB,24-088,90,0,0,0,0,0,0,0,0,48,1,3,1,0.0,0.0,0.0,0,0,32,40,80.0,3,21,1,0,0,32,40,80.0,501,128,16,19,84.2,15,18,83.3,1,3,33.3,0,0.0,0.0,0,4,0,0,3,40,31,9,0,0,0,2,9,0,0,0,0,32,0,0,1,0,0,0,1,0,0,,0,1,0,1,3,4,1,0,48,1,5,22,21,0,48,0,0,,0,,21,111,53,1,0,0,1,0,21,5,0,0,0,0,0,0,2,3,0,0,0,0,4,1,1,50.0
