,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Khouma Babacar,sn SEN,30.0,FW,26-043,69,0,0,0,0,2,0,0,0,33,1,0,1,0.1,0.1,0.2,4,1,21,24,87.5,1,20,0,0,0,21,24,87.5,219,32,19,19,100.0,2,2,100.0,0,0,,0,0.2,0.0,1,1,0,0,1,24,24,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,2,0,33,2,4,18,11,2,33,0,0,,0,,20,84,5,0,1,0,3,6,26,5,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0.0
1,Jeremie Boga,ci CIV,20.0,FW,22-116,21,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.2,0,0,6,6,100.0,1,9,0,1,0,6,6,100.0,66,14,4,4,100.0,1,1,100.0,0,0,,0,0.2,0.0,1,1,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,11,0,2,3,6,0,11,1,0,0.0,1,100.0,9,72,3,0,1,0,1,2,10,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
2,Domenico Berardi,it ITA,25.0,FW,24-271,89,1,0,0,0,2,1,0,0,60,1,1,2,0.1,0.1,0.1,5,0,32,50,64.0,5,20,1,2,2,32,50,64.0,481,136,19,24,79.2,8,12,66.7,3,7,42.9,0,0.1,0.1,3,3,3,0,5,50,46,4,0,0,2,4,0,4,1,3,0,32,0,4,1,1,0,0,1,0,1,0.0,1,2,0,2,1,2,0,0,60,0,3,25,32,4,60,2,2,100.0,0,0.0,20,145,74,1,1,1,3,1,36,8,0,0,0,2,2,2,4,1,1,0,0,0,5,2,0,100.0
3,Alessandro Matri,it ITA,10.0,FW,34-253,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,1,2,50.0,5,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,,0,,2,106,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,
4,Stefano Sensi,it ITA,12.0,AM,23-267,81,0,1,0,0,4,1,0,0,62,3,1,0,0.1,0.1,0.2,7,1,42,50,84.0,5,30,1,4,3,42,50,84.0,621,197,26,29,89.7,14,16,87.5,2,4,50.0,1,0.2,0.2,4,2,1,0,5,50,43,6,1,0,0,4,0,4,1,3,0,42,1,0,3,2,1,1,1,0,0,,0,0,0,0,1,4,0,0,62,1,5,24,35,3,62,4,3,75.0,1,25.0,30,146,99,1,2,0,3,0,47,6,0,0,0,0,5,1,4,1,2,0,0,0,6,0,0,
5,Alfred Duncan,gh GHA,32.0,AM,26-050,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,1,4,0,0,0,1,3,33.3,25,24,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0,1,1,0,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,1,2,0,3,0,0,,0,,4,5,1,0,0,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
6,Mehdi Bourabia,ma MAR,68.0,CM,27-265,90,0,0,0,0,1,0,0,0,68,2,2,3,0.2,0.2,0.0,2,0,40,54,74.1,5,27,2,2,1,40,54,74.1,533,154,29,34,85.3,9,14,64.3,2,4,50.0,0,0.0,0.0,1,7,0,0,5,54,54,0,0,0,0,2,0,0,0,0,0,40,0,2,2,1,2,0,0,0,2,0.0,2,3,2,1,2,4,1,0,68,3,12,42,15,1,68,2,1,50.0,1,50.0,27,133,79,2,1,0,0,0,49,2,0,0,0,1,0,0,2,2,1,0,0,0,4,4,1,80.0
7,Francesco Magnanelli,it ITA,4.0,CM,34-168,90,0,0,0,0,1,0,0,0,87,1,2,3,0.0,0.0,0.0,4,0,64,76,84.2,7,39,0,0,0,64,76,84.2,931,318,35,39,89.7,25,28,89.3,1,2,50.0,0,0.0,0.0,0,8,0,0,7,76,75,1,1,0,0,0,0,0,0,0,0,64,0,1,1,1,0,1,0,0,2,0.0,2,3,0,3,2,3,1,0,87,3,19,60,8,0,87,0,0,,0,,39,151,62,0,1,0,5,1,62,0,0,0,0,0,3,0,0,2,1,0,0,0,3,3,1,75.0
8,Rogério,br BRA,6.0,WB,21-106,90,0,0,0,0,2,1,0,0,83,3,5,1,0.8,0.8,0.0,0,0,50,68,73.5,4,29,4,2,1,50,68,73.5,734,307,37,39,94.9,11,20,55.0,2,5,40.0,0,0.0,0.0,0,1,0,0,4,68,51,15,0,0,2,4,15,0,0,0,0,50,2,1,3,2,0,0,3,2,2,100.0,0,1,0,1,5,8,3,0,83,1,19,34,30,3,83,2,1,50.0,1,50.0,29,166,92,4,0,0,2,1,42,2,0,0,0,1,0,0,4,5,2,0,0,0,5,0,5,0.0
9,Pol Lirola,es ESP,21.0,WB,21-259,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.6,2,0,36,48,75.0,1,31,5,3,1,36,48,75.0,472,137,24,25,96.0,10,17,58.8,0,2,0.0,0,0.6,0.3,1,1,1,1,1,48,39,8,1,0,0,6,7,0,0,0,0,36,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,53,1,7,26,20,2,53,3,1,33.3,2,66.7,31,202,158,5,1,1,1,1,43,10,0,0,0,0,1,0,6,0,0,0,0,0,5,0,0,
10,Gian Marco Ferrari,it ITA,31.0,CB,27-073,90,0,0,0,0,1,0,0,0,63,2,2,0,0.0,0.0,0.0,0,0,44,54,81.5,5,35,1,0,0,44,54,81.5,684,397,24,28,85.7,19,23,82.6,1,3,33.3,0,0.0,0.0,0,3,0,0,5,54,50,4,4,0,0,0,0,0,0,0,0,44,0,0,2,1,0,2,0,1,1,100.0,0,0,0,0,2,4,2,0,63,1,29,29,5,1,63,0,0,,0,,35,167,99,1,3,0,1,0,41,1,0,0,0,1,2,0,0,2,1,0,0,0,8,4,1,80.0
11,Federico Peluso,it ITA,13.0,CB,35-099,90,0,0,0,0,0,0,1,0,42,1,0,0,0.0,0.0,0.0,0,0,29,36,80.6,2,23,1,0,0,29,36,80.6,488,183,14,15,93.3,13,16,81.3,2,4,50.0,0,0.0,0.0,0,0,0,0,2,36,34,2,2,0,0,0,0,0,0,0,0,29,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,0,42,2,23,19,0,0,42,0,0,,0,,23,132,85,1,0,0,0,0,27,0,1,0,0,2,1,0,0,0,1,0,1,0,2,3,1,75.0
12,Merih Demiral,tr TUR,3.0,CB,21-055,90,0,0,0,0,0,0,0,0,41,2,0,3,0.0,0.0,0.0,0,0,29,32,90.6,3,14,0,0,0,29,32,90.6,499,160,12,13,92.3,17,18,94.4,0,1,0.0,0,0.0,0.0,0,1,0,0,3,32,28,4,4,0,0,0,0,0,0,0,0,29,0,0,2,1,2,0,0,2,3,66.7,1,3,2,1,0,2,3,0,41,4,18,21,3,0,41,0,0,,0,,14,101,52,0,1,0,0,0,20,0,0,0,0,0,1,1,0,0,1,0,0,0,3,3,1,75.0
