,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Habib Diallo,sn SEN,20.0,FW,24-165,90,1,0,0,0,2,1,0,0,33,0,0,1,0.4,0.4,0.1,4,0,13,17,76.5,2,17,4,3,1,13,17,76.5,161,38,9,11,81.8,4,6,66.7,0,0,,0,0.1,0.1,2,2,1,0,2,17,16,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,33,3,3,15,15,5,33,3,1,33.3,2,66.7,17,119,63,4,1,2,5,2,24,9,0,0,0,2,1,2,0,0,0,0,0,0,2,6,5,54.5
1,Opa Nguette,sn SEN,11.0,LW,25-145,70,0,0,0,0,1,0,1,0,34,2,1,0,0.0,0.0,0.0,2,1,17,24,70.8,1,23,3,1,1,17,24,70.8,176,50,11,14,78.6,2,3,66.7,0,0,,0,0.0,0.0,1,0,0,0,1,24,23,0,0,0,0,0,0,0,0,0,0,17,1,3,2,2,2,0,0,0,1,0.0,1,0,0,0,1,3,0,0,34,1,7,15,12,1,34,1,1,100.0,0,0.0,23,144,66,3,0,1,4,2,24,5,1,0,0,5,1,0,0,1,2,0,0,0,3,1,4,20.0
2,Thierry Ambrose,gp GLP,9.0,LW,22-247,20,0,0,0,0,1,1,0,0,15,0,1,0,0.1,0.1,0.0,0,0,5,7,71.4,0,8,2,3,2,5,7,71.4,82,42,3,3,100.0,2,4,50.0,0,0,,0,0.0,0.1,0,0,1,1,0,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,15,0,1,9,6,1,15,3,2,66.7,1,33.3,8,84,55,2,0,1,2,1,8,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,33.3
3,Adama Traoré,ml MLI,25.0,RW,24-155,82,0,0,0,0,4,1,0,0,46,0,0,0,0.2,0.2,0.3,6,0,27,35,77.1,6,29,1,7,6,27,35,77.1,545,162,11,13,84.6,11,16,68.8,5,5,100.0,0,0.3,0.2,2,4,1,0,6,35,30,4,0,1,0,1,1,2,0,1,0,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,46,1,2,27,18,1,46,7,6,85.7,1,14.3,29,180,89,1,1,0,1,0,31,4,0,0,0,1,3,0,1,0,0,0,0,0,3,0,4,0.0
4,Farid Boulaya,dz ALG,27.0,RW,26-278,8,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,2,0,0,1,2,50.0,5,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,2,2,1,4,0,0,,0,,3,25,21,2,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
5,Renaud Cohade,fr FRA,24.0,LM,35-062,90,0,0,0,0,0,0,1,0,64,5,0,1,0.0,0.0,0.1,3,0,46,57,80.7,9,35,6,1,0,46,57,80.7,739,174,18,20,90.0,25,28,89.3,1,4,25.0,0,0.1,0.0,1,10,0,0,9,57,56,0,0,0,0,0,0,0,0,0,0,46,1,0,5,4,3,2,0,2,3,66.7,1,1,0,1,0,5,0,0,64,0,11,47,8,0,64,1,0,0.0,1,100.0,35,301,198,6,4,0,2,3,47,2,1,0,0,3,0,1,0,0,4,0,0,0,11,1,3,25.0
6,Mamadou Fofana,ml MLI,6.0,CM,21-313,90,0,0,0,0,1,0,1,0,55,5,1,2,0.0,0.0,0.0,0,0,32,41,78.0,2,14,0,1,0,32,41,78.0,484,165,17,21,81.0,11,13,84.6,2,2,100.0,0,0.0,0.0,0,0,0,0,2,41,38,2,2,0,0,0,0,0,0,0,0,32,1,1,5,3,4,0,1,3,4,75.0,1,2,0,2,1,6,2,0,55,3,16,33,7,0,55,1,0,0.0,1,100.0,14,56,10,0,0,0,0,1,23,0,1,0,0,3,0,0,0,1,3,0,0,0,10,4,1,80.0
7,Habib Maïga,ci CIV,19.0,RM,23-333,90,0,0,0,0,1,1,1,0,65,3,0,5,0.0,0.0,0.0,2,0,30,44,68.2,0,28,4,4,2,30,44,68.2,482,139,16,20,80.0,13,16,81.3,1,4,25.0,0,0.0,0.0,0,1,0,0,0,44,43,0,0,0,0,1,0,0,0,0,0,30,1,1,3,1,2,1,0,0,3,0.0,3,5,0,5,0,3,1,0,65,2,12,39,15,2,65,4,2,50.0,2,50.0,28,214,119,4,3,0,2,3,36,7,1,0,0,2,1,1,1,0,1,0,0,0,10,5,3,62.5
8,Matthieu Udol,fr FRA,3.0,LB,23-255,90,0,1,0,0,0,0,0,0,41,3,1,1,0.0,0.0,0.1,2,1,27,32,84.4,2,14,5,1,1,27,32,84.4,538,304,10,11,90.9,15,16,93.8,2,5,40.0,1,0.1,0.3,2,2,2,2,2,32,24,8,1,0,0,6,7,0,0,0,0,27,0,0,3,1,3,0,0,3,4,75.0,1,1,1,0,1,4,4,0,41,4,17,14,10,0,41,1,1,100.0,0,0.0,14,148,90,5,1,0,0,0,20,1,0,0,0,1,1,0,6,1,1,0,0,0,2,0,3,0.0
9,John Boye,gh GHA,21.0,CB,32-221,90,0,0,0,0,0,0,1,0,41,1,3,0,0.0,0.0,0.0,0,0,23,30,76.7,0,13,0,0,0,23,30,76.7,570,256,3,4,75.0,15,17,88.2,5,8,62.5,0,0.0,0.0,0,0,0,0,0,30,29,1,1,0,0,0,0,0,0,0,0,23,0,1,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,6,0,41,5,29,12,0,0,41,0,0,,0,,13,53,22,0,0,0,1,0,18,0,1,0,0,1,1,0,0,3,1,0,0,0,4,2,3,40.0
