,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Renaud Ripart,fr FRA,20.0,FW,26-184,90,0,0,0,0,1,0,0,0,37,2,1,1,0.0,0.0,0.0,2,0,16,23,69.6,1,23,0,1,0,16,23,69.6,206,15,11,14,78.6,5,7,71.4,0,0,,0,0.0,0.0,0,1,0,0,1,23,22,1,0,1,0,2,0,0,0,0,0,16,0,1,2,0,0,1,1,1,1,100.0,0,1,0,1,1,3,0,0,37,0,0,21,16,3,37,1,0,0.0,1,100.0,23,70,24,0,0,0,6,2,31,7,0,0,0,2,3,0,2,1,0,0,0,0,1,2,10,16.7
1,Romain Philippoteaux,fr FRA,7.0,LW,31-196,77,0,0,0,0,1,1,0,0,25,1,0,1,0.0,0.0,0.0,2,0,10,17,58.8,2,14,2,2,0,10,17,58.8,112,37,8,10,80.0,2,4,50.0,0,1,0.0,0,0.0,0.0,1,1,0,0,2,17,16,1,0,0,0,0,1,0,0,0,0,10,0,1,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,25,0,4,16,6,1,25,2,0,0.0,2,100.0,14,132,72,2,1,0,1,0,13,4,0,0,0,0,1,0,0,0,1,0,0,0,8,0,2,0.0
2,Sami Ben Amar,ma MAR,24.0,LW,21-196,13,0,0,0,0,0,0,0,0,12,1,1,1,0.0,0.0,0.0,0,0,6,8,75.0,2,5,0,0,0,6,8,75.0,104,69,4,5,80.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,12,0,3,6,3,0,12,0,0,,0,,5,15,10,0,0,0,0,2,6,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,50.0
3,Zinedine Ferhat,dz ALG,10.0,RW,26-197,90,0,0,0,0,0,0,0,0,45,0,3,0,0.0,0.0,0.1,2,0,15,33,45.5,1,27,2,2,0,15,33,45.5,206,104,12,17,70.6,1,4,25.0,2,4,50.0,0,0.1,0.1,2,1,2,1,1,33,30,2,1,0,0,4,1,0,0,0,0,15,1,3,0,0,0,0,0,0,4,0.0,4,0,0,0,3,3,2,0,45,1,8,16,22,1,45,2,0,0.0,2,100.0,27,215,94,2,2,1,3,2,29,7,0,0,0,1,1,0,4,3,0,0,0,0,5,5,4,55.6
4,Theo Valls,fr FRA,18.0,LM,23-270,90,0,0,0,0,2,1,0,0,50,3,0,1,0.1,0.1,0.1,2,0,28,38,73.7,12,19,1,1,0,28,38,73.7,416,197,15,18,83.3,13,14,92.9,0,2,0.0,0,0.1,0.1,2,5,3,0,12,38,35,3,2,0,0,3,1,0,0,0,0,28,0,3,3,1,1,2,0,1,5,20.0,4,1,0,1,0,3,1,0,50,1,4,36,11,1,50,1,0,0.0,1,100.0,19,82,44,1,1,0,3,0,26,1,0,0,0,0,0,0,3,0,1,0,0,0,5,2,3,40.0
5,Lucas Deaux,fr FRA,8.0,CM,30-262,90,0,0,0,0,0,0,0,0,66,3,0,0,0.0,0.0,0.0,3,0,41,60,68.3,9,23,1,1,1,41,60,68.3,658,247,19,25,76.0,17,24,70.8,3,5,60.0,0,0.0,0.0,0,2,0,0,9,60,59,1,1,0,1,1,0,0,0,0,0,41,0,1,3,1,1,2,0,1,2,50.0,1,0,0,0,0,3,1,0,66,1,15,47,4,1,66,1,1,100.0,0,0.0,23,109,55,1,0,1,0,1,36,2,0,0,0,1,1,0,1,0,1,0,0,0,11,7,0,100.0
6,Lamine Fomba,fr FRA,12.0,RM,21-231,89,0,0,0,0,3,1,0,0,49,1,3,0,0.2,0.2,0.1,1,0,21,32,65.6,3,28,2,1,0,21,32,65.6,360,121,8,12,66.7,11,15,73.3,1,2,50.0,0,0.1,0.0,1,0,0,0,3,32,31,0,0,0,0,0,0,0,0,0,0,21,1,0,1,0,0,1,0,0,1,0.0,1,0,0,0,3,4,1,0,49,1,10,26,15,4,49,1,0,0.0,1,100.0,28,123,65,2,1,0,5,1,32,5,0,0,0,2,0,0,0,3,0,0,0,0,5,5,4,55.6
7,Sidy Sarr,sn SEN,6.0,RM,23-101,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Florian Miguel,fr FRA,26.0,LB,23-013,90,0,0,0,0,1,0,1,0,47,1,2,1,0.1,0.1,0.0,1,0,29,39,74.4,3,16,3,1,1,29,39,74.4,437,284,17,18,94.4,10,13,76.9,1,5,20.0,0,0.0,0.0,1,0,1,0,3,39,24,15,0,0,0,2,15,0,0,0,0,29,0,0,1,0,0,1,0,0,1,0.0,1,1,1,0,2,3,2,0,47,2,18,16,13,1,47,1,1,100.0,0,0.0,16,119,45,3,0,0,1,0,18,6,1,0,0,3,3,0,2,2,0,0,0,0,1,6,3,66.7
9,Pablo Martinez,fr FRA,4.0,CB,30-205,90,0,0,0,0,0,0,0,0,50,1,2,2,0.0,0.0,0.0,0,0,31,38,81.6,0,19,0,0,0,31,38,81.6,635,318,13,15,86.7,13,15,86.7,5,6,83.3,0,0.0,0.0,0,1,0,0,0,38,35,3,3,0,1,0,0,0,0,0,0,31,0,0,1,0,1,0,0,1,1,100.0,0,2,2,0,2,3,7,0,50,6,41,11,0,0,50,0,0,,0,,19,115,84,0,0,0,0,0,20,0,0,0,0,1,1,0,0,2,0,0,0,0,6,3,2,60.0
