,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Jonathan Calleri,ar ARG,9.0,FW,24-105,90,0,0,0,0,1,1,0,0,42,0,0,2,0.1,0.1,0.0,0,0,17,32,53.1,3,12,0,1,0,17,32,53.1,226,59,14,22,63.6,1,4,25.0,2,2,100.0,0,0.0,0.0,0,1,0,0,3,32,29,3,0,0,1,1,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0,42,2,4,25,13,2,42,1,0,0.0,1,100.0,12,65,22,0,0,1,2,3,28,1,0,0,0,0,2,2,1,0,0,0,0,0,3,5,3,62.5
1,Momo,es ESP,11.0,LW,35-175,66,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,0,0,21,34,61.8,1,26,1,3,2,21,34,61.8,292,68,16,20,80.0,3,5,60.0,2,6,33.3,0,0.0,0.0,0,1,0,0,1,34,31,2,0,0,0,3,0,2,1,1,0,21,1,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,36,1,5,22,10,2,36,3,2,66.7,1,33.3,26,77,39,1,0,0,1,0,28,5,0,0,0,0,1,1,3,1,0,0,0,0,6,1,0,100.0
2,Tana,es ESP,24.0,LW,27-108,24,0,0,0,0,0,0,0,0,21,2,0,0,0.0,0.0,0.0,1,0,12,17,70.6,1,15,1,2,1,12,17,70.6,161,42,9,12,75.0,2,3,66.7,1,1,100.0,0,0.0,0.1,0,3,1,0,1,17,17,0,0,1,0,0,0,0,0,0,0,12,0,0,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,21,1,1,16,4,0,21,2,1,50.0,1,50.0,15,68,25,1,0,0,0,2,18,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
3,Hernán Toledo,ar ARG,19.0,RW,21-354,90,0,0,0,0,0,0,1,0,28,0,0,0,0.0,0.0,0.1,2,1,10,19,52.6,3,23,3,6,2,10,19,52.6,121,53,7,12,58.3,3,5,60.0,0,0,,0,0.1,0.1,1,0,0,0,3,19,19,0,0,0,0,2,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,1,0,28,0,7,8,14,2,28,6,2,33.3,4,66.7,23,150,76,3,3,1,3,1,23,6,1,0,0,1,1,0,2,0,0,1,0,0,2,0,0,
4,Jonathan Viera,es ESP,21.0,AM,28-077,90,1,0,1,1,1,0,0,0,61,2,0,0,0.8,0.0,0.0,2,1,38,52,73.1,6,35,3,4,3,38,52,73.1,472,172,24,29,82.8,8,8,100.0,2,6,33.3,0,0.0,0.1,0,3,3,0,6,52,43,7,5,0,0,3,0,2,1,1,0,38,2,1,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,61,0,4,34,23,2,60,4,3,75.0,1,25.0,35,199,84,3,1,1,0,5,43,2,0,0,0,2,3,0,3,0,1,0,0,0,2,0,3,0.0
5,Gabriel Peñalba,ar ARG,7.0,DM,33-105,90,0,0,0,0,1,0,0,0,58,2,0,0,0.0,0.0,0.0,1,0,45,54,83.3,0,40,0,1,1,45,54,83.3,652,252,20,23,87.0,18,22,81.8,1,3,33.3,0,0.0,0.0,0,3,0,0,0,54,52,2,2,1,0,0,0,0,0,0,0,45,0,0,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0,58,4,24,31,4,0,58,1,1,100.0,0,0.0,40,133,60,0,2,0,1,0,38,0,0,0,0,1,2,0,0,0,2,0,0,0,12,0,2,0.0
6,Sergi Samper,es ESP,6.0,DM,22-351,70,0,0,0,0,0,0,0,0,39,6,0,0,0.0,0.0,0.0,1,0,22,32,68.8,3,24,1,2,1,22,32,68.8,318,80,11,13,84.6,8,11,72.7,1,5,20.0,0,0.0,0.0,0,1,0,0,3,32,32,0,0,0,0,2,0,0,0,0,0,22,0,1,6,2,2,4,0,1,2,50.0,1,0,0,0,0,6,0,0,39,1,10,25,6,0,39,2,1,50.0,1,50.0,24,152,69,1,1,0,1,1,27,1,0,0,0,1,1,0,2,0,2,0,0,0,3,1,0,100.0
7,Javi Castellano,es ESP,18.0,DM,30-065,20,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,14,16,87.5,0,5,1,0,0,14,16,87.5,163,41,11,13,84.6,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,16,14,2,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,0,6,9,1,0,16,0,0,,0,,5,34,23,1,0,0,0,1,8,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,50.0
8,Dani Castellano,es ESP,23.0,LB,30-065,90,0,0,0,0,0,0,1,0,62,5,1,2,0.0,0.0,0.0,0,0,30,46,65.2,0,18,2,0,0,30,46,65.2,421,249,21,24,87.5,9,17,52.9,0,1,0.0,0,0.0,0.0,0,2,0,0,0,46,25,21,0,0,0,3,21,0,0,0,0,30,0,3,5,3,5,0,0,2,4,50.0,2,2,0,2,1,6,3,0,62,3,34,21,8,0,62,0,0,,0,,18,97,40,2,0,0,1,3,17,2,1,0,0,1,1,0,3,1,3,0,0,0,4,2,2,50.0
9,Pedro Bigas,es ESP,17.0,CB,27-113,28,0,0,0,0,0,0,0,0,20,1,1,2,0.0,0.0,0.0,0,0,12,14,85.7,0,11,0,0,0,12,14,85.7,210,68,5,6,83.3,7,8,87.5,0,0,,0,0.0,0.0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,1,1,100.0,0,2,2,0,1,2,2,0,20,4,17,3,0,0,20,0,0,,0,,11,41,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0.0
