,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Borja Iglesias,es ESP,9.0,FW,28-116,72,0,0,0,0,2,0,0,0,22,0,0,0,0.1,0.1,0.0,1,0,12,17,70.6,1,13,0,1,1,12,17,70.6,140,22,8,9,88.9,3,4,75.0,0,0,,0,0.0,0.0,0,1,0,0,1,17,16,1,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,0,1,13,8,2,22,1,1,100.0,0,0.0,13,44,11,0,1,0,3,0,18,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0
1,Rodrigo,es ESP,28.0,"LM,LW,FW",20-362,18,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,7,1,1,1,4,5,80.0,128,8,0,0,,2,2,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,1,3,3,1,7,1,1,100.0,0,0.0,7,48,14,1,0,1,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0.0
2,Cristian Tello,es ESP,11.0,LW,29-275,71,0,0,0,0,4,1,0,0,20,0,1,2,0.5,0.5,0.0,3,0,7,12,58.3,1,13,2,1,1,7,12,58.3,107,51,6,7,85.7,0,2,0.0,1,3,33.3,0,0.0,0.0,1,1,0,0,1,12,11,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,0,0,20,0,6,7,7,1,20,1,1,100.0,0,0.0,13,74,55,2,1,1,0,0,10,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,2,0.0
3,Loren Morón,es ESP,16.0,"FW,LW",27-134,19,0,0,0,0,1,1,0,0,10,0,0,0,0.1,0.1,0.0,0,0,2,6,33.3,0,5,0,2,1,2,6,33.3,10,9,1,3,33.3,0,2,0.0,0,0,,0,0.0,0.0,0,1,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,1,4,5,0,10,2,1,50.0,1,50.0,5,20,12,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7
4,Diego Lainez,mx MEX,20.0,RW,20-338,64,0,1,0,0,0,0,0,0,29,1,1,1,0.0,0.0,0.0,3,2,15,21,71.4,2,17,3,4,2,15,21,71.4,199,54,10,11,90.9,5,6,83.3,0,1,0.0,1,0.0,0.1,1,0,0,0,2,21,21,0,0,0,0,1,0,0,0,0,0,15,0,0,1,0,0,1,0,0,2,0.0,2,1,0,1,1,2,0,0,29,0,8,9,13,1,29,4,2,50.0,2,50.0,17,144,103,3,2,1,2,0,16,2,0,0,0,0,1,0,1,1,0,0,0,0,5,1,1,50.0
5,Aitor Ruibal,es ESP,24.0,"RW,RM",25-052,26,0,0,0,0,0,0,0,0,11,3,1,0,0.0,0.0,0.0,0,0,2,4,50.0,0,4,0,1,0,2,4,50.0,17,4,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,2,0,1,1,100.0,0,0,0,0,1,4,0,0,11,0,2,7,2,0,11,1,0,0.0,1,100.0,4,26,0,0,1,0,1,2,4,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,0,100.0
6,Nabil Fekir,fr FRA,8.0,AM,27-299,78,0,0,0,0,1,1,0,0,33,0,0,1,0.0,0.0,0.1,4,0,17,22,77.3,1,18,3,3,3,17,22,77.3,271,67,6,9,66.7,8,8,100.0,1,3,33.3,0,0.1,0.1,3,1,0,0,1,22,17,5,1,0,0,2,0,4,0,2,0,17,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,33,0,6,19,11,4,33,3,3,100.0,0,0.0,18,151,87,3,3,2,3,1,18,3,0,0,0,0,4,0,2,0,0,0,0,0,5,1,7,12.5
7,Sergio Canales,es ESP,10.0,"FW,AM",30-086,12,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,5,80.0,0,5,0,0,0,4,5,80.0,38,10,4,4,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,7,1,2,2,3,0,7,0,0,,0,,5,21,6,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
8,Andrés Guardado,mx MEX,18.0,"DM,CM",34-227,90,1,0,0,0,1,1,0,0,40,3,1,2,0.0,0.0,0.0,2,0,23,31,74.2,3,18,0,1,1,23,31,74.2,359,120,14,16,87.5,8,11,72.7,1,2,50.0,0,0.0,0.0,0,2,0,0,3,31,29,2,2,0,0,0,0,0,0,0,0,23,0,0,3,1,3,0,0,0,0,,0,2,1,1,1,4,4,0,40,5,16,22,2,0,40,1,1,100.0,0,0.0,18,46,19,0,0,1,0,1,17,1,0,0,0,0,0,0,0,1,1,0,0,0,5,3,4,42.9
9,Guido Rodríguez,ar ARG,21.0,"DM,CM",27-031,90,0,0,0,0,0,0,0,0,54,1,4,1,0.0,0.0,0.0,1,0,26,44,59.1,2,27,0,3,3,26,44,59.1,519,122,8,12,66.7,13,16,81.3,4,12,33.3,0,0.0,0.0,1,3,0,0,2,44,44,0,0,0,0,0,0,0,0,0,0,26,0,1,1,1,1,0,0,1,3,33.3,2,1,0,1,4,5,2,0,54,3,18,36,0,0,54,3,3,100.0,0,0.0,27,74,24,0,0,0,0,1,26,0,0,0,0,2,1,0,0,4,1,0,0,0,6,1,4,20.0
