,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Daniel Sturridge,eng ENG,15.0,"FW,AM",29-245,90,0,0,0,0,2,0,0,0,43,0,0,0,0.1,0.1,0.1,1,0,27,34,79.4,8,35,0,0,0,27,34,79.4,408,126,14,17,82.4,10,11,90.9,2,3,66.7,0,0.1,0.1,1,2,4,0,8,34,33,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,43,0,2,27,14,2,43,0,0,,0,,35,153,56,0,0,0,3,4,34,3,0,0,0,1,0,0,0,0,0,0,0,0,7,0,4,0.0
1,Sadio Mané,sn SEN,10.0,"LW,FW",27-024,90,0,0,0,0,1,1,0,0,38,0,0,0,0.3,0.3,0.1,4,0,21,29,72.4,4,30,2,1,1,21,29,72.4,259,69,15,16,93.8,4,6,66.7,1,1,100.0,0,0.1,0.1,1,1,3,1,4,29,29,0,0,0,0,1,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,0,4,13,21,5,38,1,1,100.0,0,0.0,30,104,44,2,0,1,4,0,32,6,0,0,0,0,4,2,1,0,0,0,0,0,4,0,3,0.0
2,Mohamed Salah,eg EGY,11.0,"RW,FW",26-323,72,1,0,0,0,4,1,0,0,35,1,0,0,0.3,0.3,0.4,4,1,19,26,73.1,3,30,1,4,1,19,26,73.1,276,56,11,11,100.0,5,8,62.5,2,3,66.7,0,0.4,0.2,2,1,2,0,3,26,24,2,1,1,1,1,1,0,0,0,0,19,0,2,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,35,0,0,17,19,5,35,4,1,25.0,3,75.0,30,99,49,1,0,0,2,2,28,8,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,
3,Divock Origi,be BEL,27.0,"LW,FW",24-016,18,1,0,0,0,1,1,0,0,12,2,0,0,0.3,0.3,0.0,0,0,1,8,12.5,0,7,0,0,0,1,8,12.5,16,0,0,3,0.0,1,4,25.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,12,0,0,9,3,1,12,0,0,,0,,7,23,7,0,0,0,1,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,50.0
4,Georginio Wijnaldum,nl NED,5.0,LM,28-174,65,0,0,0,0,0,0,0,0,55,1,0,0,0.0,0.0,0.1,3,0,49,53,92.5,3,44,1,1,1,49,53,92.5,736,112,28,29,96.6,17,18,94.4,3,3,100.0,0,0.1,0.1,1,0,0,0,3,53,52,1,1,0,0,0,0,0,0,0,0,49,0,0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,55,1,7,36,12,2,55,1,1,100.0,0,0.0,44,154,61,1,1,1,0,0,43,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,
5,Xherdan Shaqiri,ch SUI,23.0,RW,27-206,25,0,1,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.3,1,1,8,13,61.5,0,10,1,0,0,8,13,61.5,130,38,5,7,71.4,1,3,33.3,2,3,66.7,1,0.3,0.2,1,0,0,0,0,13,11,2,1,1,0,2,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,1,1,8,4,0,13,0,0,,0,,10,51,17,1,1,0,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
6,Fabinho,br BRA,3.0,"CM,DM,CB",25-193,90,0,0,0,0,0,0,0,0,101,3,1,2,0.0,0.0,0.0,2,1,77,92,83.7,6,80,0,0,0,77,92,83.7,1263,255,37,43,86.0,35,38,92.1,3,8,37.5,0,0.0,0.0,0,6,1,0,6,92,90,2,2,0,1,0,0,0,0,0,0,77,0,0,3,1,2,0,1,0,0,,0,2,0,2,1,4,3,0,101,2,13,84,5,0,101,0,0,,0,,80,296,142,0,1,0,0,1,79,0,0,0,0,1,4,0,0,1,1,0,0,0,7,3,3,50.0
7,Jordan Henderson,eng ENG,14.0,"RM,DM",28-321,90,0,0,0,0,1,0,0,0,77,3,1,1,0.1,0.1,0.0,1,0,58,64,90.6,4,63,0,1,0,58,64,90.6,1071,193,24,25,96.0,28,28,100.0,5,9,55.6,0,0.0,0.0,1,6,0,0,4,64,59,5,1,0,0,0,2,0,0,0,0,58,0,1,3,1,1,2,0,1,3,33.3,2,1,1,0,1,4,2,0,77,2,10,58,9,2,77,1,0,0.0,1,100.0,63,241,71,0,1,0,2,1,59,5,0,0,0,1,0,0,0,1,1,0,0,0,7,0,0,
8,Andrew Robertson,sct SCO,26.0,LB,25-054,90,0,0,0,0,1,0,0,0,90,1,0,1,0.0,0.0,0.2,2,0,71,85,83.5,6,78,8,1,1,71,85,83.5,1095,280,37,39,94.9,32,37,86.5,2,8,25.0,0,0.2,0.4,2,5,1,1,6,85,82,3,1,0,0,6,2,0,0,0,0,71,0,1,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,2,0,90,3,12,48,31,6,90,1,1,100.0,0,0.0,78,479,354,8,9,3,0,0,76,14,0,0,0,0,1,0,6,0,0,0,0,0,3,2,1,66.7
9,Virgil van Dijk,nl NED,4.0,CB,27-300,90,1,0,0,0,1,1,0,0,110,1,0,1,0.1,0.1,0.0,0,0,92,101,91.1,5,81,0,1,1,92,101,91.1,2008,661,26,29,89.7,51,55,92.7,15,16,93.8,0,0.0,0.0,0,2,1,0,5,101,99,2,2,0,0,0,0,0,0,0,0,92,0,0,1,1,1,0,0,0,0,,0,1,1,0,0,1,5,0,110,3,43,66,1,1,110,1,1,100.0,0,0.0,81,293,134,0,0,0,0,0,82,0,0,0,0,0,1,0,0,0,1,0,0,0,5,9,4,69.2
10,Dejan Lovren,hr CRO,6.0,CB,29-303,82,0,0,0,0,0,0,0,0,88,1,1,2,0.0,0.0,0.0,0,0,69,77,89.6,5,61,0,0,0,69,77,89.6,1316,381,20,24,83.3,43,46,93.5,4,5,80.0,0,0.0,0.0,0,2,0,0,5,77,76,1,1,0,0,0,0,0,0,0,0,69,0,0,1,0,1,0,0,1,2,50.0,1,2,2,0,1,2,5,0,88,8,27,62,0,0,88,0,0,,0,,61,320,214,0,0,0,0,0,63,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,3,72.7
11,James Milner,eng ENG,7.0,DM,33-120,8,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,7,0,0,0,5,7,71.4,67,15,3,4,75.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,2,5,0,0,7,0,0,,0,,7,18,1,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0
12,Trent Alexander-Arnold,eng ENG,66.0,RB,20-209,90,0,2,0,0,0,0,0,0,119,0,1,2,0.0,0.0,0.2,3,3,82,112,73.2,5,70,3,0,0,82,112,73.2,1628,536,32,34,94.1,33,41,80.5,16,31,51.6,2,0.2,0.2,2,4,1,1,5,112,86,24,2,0,5,3,20,2,0,2,0,82,2,1,0,0,0,0,0,0,0,,0,2,1,1,1,1,4,0,119,4,29,69,23,1,119,0,0,,0,,70,217,105,3,3,0,1,0,73,4,0,0,0,0,0,0,3,1,0,0,0,0,8,1,0,100.0
