,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Luis Suárez,uy URU,9.0,FW,31-109,90,1,1,1,1,5,1,1,0,53,0,0,0,1.3,0.5,0.1,6,1,31,40,77.5,4,30,0,5,0,31,40,77.5,405,53,19,25,76.0,8,9,88.9,1,3,33.3,1,0.1,0.1,3,2,3,0,4,40,34,6,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,53,3,3,15,35,12,52,5,0,0.0,5,100.0,30,132,37,0,2,2,0,0,41,12,1,0,0,3,0,2,0,0,0,0,0,0,1,1,1,50.0
1,Philippe Coutinho,br BRA,14.0,LW,25-335,90,3,0,0,0,4,3,0,0,68,1,0,1,0.5,0.5,0.0,9,0,42,53,79.2,9,48,6,8,5,42,53,79.2,543,156,26,29,89.7,11,15,73.3,1,3,33.3,0,0.0,0.3,1,7,2,0,9,53,48,4,2,0,1,4,0,2,2,0,0,42,1,2,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,68,0,3,27,39,7,68,8,5,62.5,3,37.5,48,257,167,6,3,2,3,1,54,10,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,
2,Ousmane Dembélé,fr FRA,11.0,RW,20-363,59,0,0,0,0,3,0,0,0,39,1,0,1,0.1,0.1,0.1,6,1,23,33,69.7,5,31,6,3,3,23,33,69.7,338,87,13,14,92.9,10,15,66.7,0,1,0.0,0,0.1,0.3,2,0,3,0,5,33,28,5,1,1,0,4,0,4,0,3,0,23,0,2,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,39,0,0,11,28,4,39,3,3,100.0,0,0.0,31,242,150,6,6,1,1,1,33,11,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,
3,Paco Alcácer,es ESP,17.0,RW,24-256,31,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.1,0,0,3,6,50.0,0,6,0,1,0,3,6,50.0,20,8,2,4,50.0,0,0,,0,0,,0,0.1,0.0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,1,1,0,7,3,8,1,0,0.0,1,100.0,6,14,1,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
4,Andrés Iniesta,es ESP,8.0,AM,34-002,59,0,0,0,0,2,1,0,0,68,1,0,0,0.1,0.1,0.0,0,0,54,63,85.7,10,49,3,4,3,54,63,85.7,738,271,32,36,88.9,11,13,84.6,5,6,83.3,0,0.0,0.1,0,8,3,0,10,63,61,1,1,0,0,1,0,0,0,0,0,54,1,0,1,0,1,0,0,1,5,20.0,4,0,0,0,0,1,0,0,68,1,8,30,31,1,68,4,3,75.0,1,25.0,49,239,140,3,3,0,0,0,58,3,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,
5,Denis Suárez,es ESP,6.0,AM,24-127,31,0,0,0,0,1,0,1,0,28,1,0,0,0.1,0.1,0.4,2,0,18,23,78.3,5,18,1,5,3,18,23,78.3,308,136,7,7,100.0,9,10,90.0,1,4,25.0,0,0.4,0.3,2,1,2,0,5,23,17,5,3,0,0,3,0,2,0,2,0,18,1,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,28,0,2,14,14,2,28,5,3,60.0,2,40.0,18,215,87,1,2,0,1,0,19,5,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,
6,Sergio Busquets,es ESP,5.0,DM,29-301,90,0,1,0,0,1,0,1,0,78,1,2,1,0.2,0.2,0.2,4,2,68,71,95.8,4,42,1,1,1,68,71,95.8,1192,356,34,34,100.0,25,26,96.2,8,10,80.0,1,0.2,0.2,3,8,0,0,4,71,65,6,6,0,2,0,0,0,0,0,0,68,0,0,1,1,0,1,0,0,2,0.0,2,1,0,1,2,3,1,1,78,2,19,43,16,4,78,1,1,100.0,0,0.0,42,168,72,1,1,1,0,0,54,1,1,0,0,1,2,0,0,2,1,1,0,0,7,2,0,100.0
7,Ivan Rakitić,hr CRO,4.0,DM,30-064,90,0,0,0,0,0,0,0,0,64,0,1,2,0.0,0.0,0.0,2,1,50,60,83.3,11,46,1,0,0,50,60,83.3,959,211,19,22,86.4,19,21,90.5,9,12,75.0,0,0.0,0.1,0,7,2,0,11,60,59,0,0,0,2,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0,64,1,5,41,18,2,64,0,0,,0,,46,183,87,1,1,0,0,2,56,3,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,
8,Jordi Alba,es ESP,18.0,LB,29-053,90,0,0,0,0,0,0,0,0,87,3,3,3,0.0,0.0,0.0,0,0,70,80,87.5,6,56,3,0,0,70,80,87.5,935,431,43,45,95.6,17,21,81.0,5,5,100.0,0,0.0,0.1,0,2,0,0,6,80,67,13,3,0,1,2,10,0,0,0,0,70,0,1,3,2,1,1,1,0,0,,0,3,0,3,3,6,3,0,87,5,18,36,33,4,87,0,0,,0,,56,187,103,3,0,2,2,0,63,12,0,0,0,1,1,0,2,3,2,0,0,0,4,0,1,0.0
9,Thomas Vermaelen,be BEL,25.0,CB,32-180,30,0,0,0,0,0,0,1,0,16,0,1,0,0.0,0.0,0.0,0,0,13,13,100.0,1,11,0,0,0,13,13,100.0,290,113,0,0,,11,11,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,1,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,16,2,8,8,0,0,16,0,0,,0,,11,48,22,0,0,0,0,0,11,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,100.0
