,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Loren Morón,es ESP,16.0,FW,24-044,74,1,0,0,0,3,1,0,0,24,2,0,1,0.5,0.5,0.0,1,0,5,9,55.6,0,12,0,5,3,5,9,55.6,89,36,3,4,75.0,1,2,50.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,9,9,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,1,1,0,2,2,100.0,0,1,0,1,0,2,0,0,24,0,2,9,13,2,24,5,3,60.0,2,40.0,12,67,1,0,1,0,2,3,15,3,0,0,0,0,3,1,1,0,0,0,0,0,3,1,3,25.0
1,Sergio León,es ESP,7.0,FW,29-037,16,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,7,0,2,0,3,5,60.0,76,17,2,3,66.7,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,1,5,5,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,10,0,1,6,4,1,10,2,0,0.0,2,100.0,7,67,38,0,0,0,0,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0
2,Ryad Boudebouz,dz ALG,10.0,FW,27-358,63,0,0,0,0,3,2,0,0,42,1,0,2,0.1,0.1,0.0,2,1,27,34,79.4,7,29,0,2,0,27,34,79.4,448,78,17,20,85.0,8,10,80.0,2,3,66.7,0,0.0,0.0,1,3,1,0,7,34,32,2,1,0,0,1,0,0,0,0,0,27,0,0,1,1,0,0,1,0,1,0.0,1,2,1,1,0,1,0,0,42,0,2,17,23,0,42,2,0,0.0,2,100.0,29,77,17,0,2,0,0,1,33,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0.0
3,Cristian Tello,es ESP,20.0,"RM,FW",26-185,27,0,0,0,0,0,0,0,0,22,0,2,0,0.0,0.0,0.0,0,0,15,19,78.9,2,15,0,1,0,15,19,78.9,233,63,8,11,72.7,7,7,100.0,0,1,0.0,0,0.0,0.0,0,1,1,0,2,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,22,1,2,12,8,0,22,1,0,0.0,1,100.0,15,66,20,0,0,0,0,0,16,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,
4,Fabián Ruiz Peña,es ESP,6.0,CM,21-315,90,0,0,0,0,2,0,0,0,86,1,0,3,0.1,0.1,0.0,5,0,62,74,83.8,11,60,5,2,1,62,74,83.8,1017,224,37,42,88.1,19,21,90.5,6,8,75.0,0,0.0,0.1,0,7,1,0,11,74,73,1,1,0,0,1,0,0,0,0,0,62,0,1,1,0,1,0,0,0,0,,0,3,1,2,0,1,0,0,86,3,13,40,33,3,86,2,1,50.0,1,50.0,60,284,169,5,5,1,2,0,69,4,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,
5,Andrés Guardado,mx MEX,18.0,CM,31-137,82,0,0,0,0,0,0,0,0,76,3,2,0,0.0,0.0,0.0,4,0,62,67,92.5,3,52,1,1,1,62,67,92.5,1014,234,31,32,96.9,28,30,93.3,3,4,75.0,0,0.0,0.0,0,4,1,0,3,67,62,5,5,0,0,0,0,0,0,0,0,62,0,0,3,3,2,1,0,2,3,66.7,1,0,0,0,2,5,2,0,76,3,17,50,9,0,76,1,1,100.0,0,0.0,52,234,90,1,2,0,1,0,51,0,0,0,0,1,1,0,0,2,3,0,0,0,6,0,0,
6,Javi García,es ESP,3.0,CM,31-004,8,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,6,0,0,0,6,6,100.0,140,11,1,1,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,7,1,1,5,1,0,7,0,0,,0,,6,20,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
7,Joaquín,es ESP,17.0,"CM,LM",36-206,90,0,0,0,0,1,1,0,0,62,1,2,0,0.0,0.0,0.0,1,0,44,53,83.0,4,51,1,9,7,44,53,83.0,764,224,23,24,95.8,17,20,85.0,4,7,57.1,0,0.0,0.1,1,3,1,1,4,53,50,2,1,0,0,4,0,1,1,0,0,44,1,0,1,1,1,0,0,0,0,,0,0,0,0,2,3,2,0,62,2,8,22,34,2,62,9,7,77.8,2,22.2,51,260,110,1,2,0,1,1,45,5,0,0,0,0,0,0,4,2,1,0,0,0,6,0,0,
8,Junior Firpo,es ESP,28.0,LB,21-174,90,0,1,0,0,0,0,0,0,51,2,0,3,0.0,0.0,0.5,3,1,36,40,90.0,1,41,1,2,0,36,40,90.0,511,113,22,22,100.0,13,17,76.5,1,1,100.0,1,0.5,0.2,2,2,1,1,1,40,38,2,0,0,0,2,2,0,0,0,0,36,0,0,2,2,1,1,0,0,0,,0,3,1,2,0,2,2,0,51,1,9,21,21,1,51,2,0,0.0,2,100.0,41,183,78,1,2,0,1,2,41,9,0,0,0,3,3,0,2,0,2,0,0,0,5,1,1,50.0
9,Jordi Amat,id IDN,5.0,CB,25-328,90,0,0,0,0,0,0,0,0,81,1,4,1,0.0,0.0,0.0,2,0,59,69,85.5,2,50,0,0,0,59,69,85.5,1029,377,19,20,95.0,35,40,87.5,3,7,42.9,0,0.0,0.0,2,8,0,0,2,69,63,6,1,0,0,0,5,0,0,0,0,59,0,0,1,1,0,1,0,0,3,0.0,3,1,1,0,4,5,7,0,81,6,27,47,7,0,81,0,0,,0,,50,211,116,0,0,0,0,0,56,0,0,0,0,1,1,0,0,4,1,0,0,0,5,4,1,80.0
