,Player,Nation,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Teemu Pukki,fi FIN,22.0,FW,29-183,90,0,0,0,0,1,1,0,0,27,0,0,0,0.1,0.1,0.1,3,0,14,19,73.7,1,17,2,4,2,14,19,73.7,151,29,10,12,83.3,2,4,50.0,0,0,,0,0.1,0.1,3,1,0,0,1,19,18,1,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,27,0,0,7,20,9,27,4,2,50.0,2,50.0,17,101,48,2,0,2,1,1,19,12,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,
1,Todd Cantwell,eng ENG,14.0,LW,21-213,80,0,0,0,0,2,1,0,0,44,0,1,2,0.3,0.3,0.0,0,0,22,25,88.0,2,26,2,3,0,22,25,88.0,254,61,12,13,92.3,6,8,75.0,0,0,,0,0.0,0.0,0,2,0,0,2,25,24,1,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,2,0,44,2,11,17,16,3,44,3,0,0.0,3,100.0,26,123,37,2,0,1,4,1,29,3,0,0,0,3,2,0,0,1,0,0,0,0,0,0,5,0.0
2,Patrick Roberts,eng ENG,7.0,RW,22-235,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,0,1,2,50.0,0,2,0,3,3,1,2,50.0,6,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,1,3,0,3,3,3,100.0,0,0.0,2,17,13,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3,Emi Buendía,ar ARG,17.0,"RW,LW",22-277,90,0,0,0,0,2,1,0,0,78,3,1,5,0.1,0.1,0.2,5,0,45,57,78.9,13,52,4,5,3,45,57,78.9,880,369,21,23,91.3,14,17,82.4,9,15,60.0,0,0.2,0.3,3,8,4,0,13,57,46,10,5,1,1,7,0,5,3,2,0,45,1,0,3,0,2,1,0,0,2,0.0,2,5,0,5,1,4,1,0,78,2,16,35,30,4,78,5,3,60.0,2,40.0,52,312,160,4,3,1,5,3,51,4,0,0,0,1,2,0,7,1,0,0,0,0,7,1,0,100.0
4,Marco Stiepermann,de GER,18.0,AM,28-231,65,0,0,0,0,2,0,1,0,33,1,0,0,0.1,0.1,0.0,5,0,17,26,65.4,6,26,3,2,2,17,26,65.4,265,120,7,9,77.8,6,8,75.0,2,3,66.7,0,0.0,0.0,1,4,1,0,6,26,25,1,0,0,0,0,0,0,0,0,0,17,0,3,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,33,0,9,11,13,3,33,2,2,100.0,0,0.0,26,138,69,3,3,2,3,0,29,7,1,0,0,1,1,0,0,0,0,0,0,0,3,1,2,33.3
5,Josip Drmić,ch SUI,20.0,AM,27-051,25,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,8,0,1,0,2,5,40.0,18,0,2,2,100.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,5,3,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,1,2,2,6,3,10,1,0,0.0,1,100.0,8,22,13,0,0,0,2,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0
6,Kenny McLean,sct SCO,23.0,DM,27-263,90,0,0,0,0,0,0,0,0,79,2,3,0,0.0,0.0,0.0,1,0,60,71,84.5,5,44,1,0,0,60,71,84.5,1036,475,28,29,96.6,27,29,93.1,5,10,50.0,0,0.0,0.0,0,5,1,0,5,71,65,6,2,0,1,0,4,0,0,0,0,60,0,1,2,0,1,0,1,1,1,100.0,0,0,0,0,3,5,2,0,79,4,26,49,4,1,79,0,0,,0,,44,238,144,1,2,0,0,0,49,1,0,0,0,0,3,0,0,3,0,0,0,0,5,4,4,50.0
7,Moritz Leitner,de GER,10.0,DM,26-294,90,0,0,0,0,1,0,0,0,101,4,2,2,0.0,0.0,0.0,1,0,75,85,88.2,11,68,1,2,1,75,85,88.2,1148,252,36,40,90.0,27,29,93.1,6,10,60.0,0,0.0,0.1,0,2,3,1,11,85,82,3,2,0,0,1,1,0,0,0,0,75,0,0,4,1,3,1,0,1,1,100.0,0,2,0,2,2,6,4,0,101,4,31,53,19,1,101,2,1,50.0,1,50.0,68,342,194,1,3,0,1,0,75,3,0,0,0,1,1,0,1,2,1,0,0,0,8,0,1,0.0
8,Jamal Lewis,nir NIR,12.0,LB,21-246,90,0,0,0,0,0,0,0,0,64,2,2,1,0.0,0.0,0.3,2,0,37,52,71.2,2,36,3,1,0,37,52,71.2,458,168,29,34,85.3,7,10,70.0,0,2,0.0,0,0.3,0.1,2,0,1,0,2,52,48,4,0,0,0,3,4,0,0,0,0,37,0,4,2,1,1,1,0,1,2,50.0,1,1,1,0,2,4,3,0,64,5,24,20,20,1,64,1,0,0.0,1,100.0,36,223,143,3,2,0,3,0,36,8,0,0,0,0,1,0,3,2,1,0,0,0,7,1,0,100.0
9,Ben Godfrey,eng ENG,4.0,CB,21-256,90,0,0,0,0,0,0,0,0,86,0,1,2,0.0,0.0,0.0,0,0,71,78,91.0,6,61,2,0,0,71,78,91.0,996,495,44,45,97.8,17,19,89.5,5,7,71.4,0,0.0,0.1,0,8,1,0,6,78,75,3,1,0,0,0,2,0,0,0,0,71,0,1,0,0,0,0,0,0,0,,0,2,2,0,1,1,4,0,86,17,52,30,5,0,86,0,0,,0,,61,414,289,2,2,0,0,0,61,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,100.0
